NOM;CODI;DATA;SEXE;GRUP_EDAT;RESIDENCIA;CASOS_CONFIRMAT;PCR;INGRESSOS_TOTAL;INGRESSOS_CRITIC;INGRESSATS_TOTAL;INGRESSATS_CRITIC;EXITUS
CATALUNYA;CATALUNYA;2020-08-28;Home;Entre 65 i 74;Si;1;35;1;0;5;0;1
CATALUNYA;CATALUNYA;2020-08-28;Home;Majors de 74;No;24;720;7;2;98;13;3
CATALUNYA;CATALUNYA;2020-08-28;Home;Majors de 74;Si;5;199;3;0;8;0;0
CATALUNYA;CATALUNYA;2020-08-28;Home;Menors de 15;No;89;1105;0;0;3;0;0
CATALUNYA;CATALUNYA;2020-08-28;Home;Menors de 15;Si;0;2;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-08-27;Altres;N/A;--;20;186;7;0;44;10;0
CATALUNYA;CATALUNYA;2020-08-27;Dona;Entre 15 i 64;No;483;7488;20;1;81;10;0
CATALUNYA;CATALUNYA;2020-08-27;Dona;Entre 15 i 64;Si;2;58;0;0;3;0;0
CATALUNYA;CATALUNYA;2020-08-27;Dona;Entre 65 i 74;No;32;682;7;2;33;11;0
CATALUNYA;CATALUNYA;2020-08-27;Dona;Entre 65 i 74;Si;1;39;1;0;3;0;0
CATALUNYA;CATALUNYA;2020-08-27;Dona;Majors de 74;No;29;742;8;1;76;4;2
CATALUNYA;CATALUNYA;2020-08-27;Dona;Majors de 74;Si;16;439;2;0;15;0;3
CATALUNYA;CATALUNYA;2020-08-27;Dona;Menors de 15;No;61;778;0;0;2;0;0
CATALUNYA;CATALUNYA;2020-08-27;Dona;Menors de 15;Si;0;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-08-27;Home;Entre 15 i 64;No;489;5600;25;5;214;56;0
CATALUNYA;CATALUNYA;2020-08-27;Home;Entre 15 i 64;Si;2;99;0;0;4;0;0
CATALUNYA;CATALUNYA;2020-08-27;Home;Entre 65 i 74;No;33;661;6;1;84;28;1
CATALUNYA;CATALUNYA;2020-08-27;Home;Entre 65 i 74;Si;1;40;0;0;6;1;0
CATALUNYA;CATALUNYA;2020-08-27;Home;Majors de 74;No;31;600;14;2;105;11;4
CATALUNYA;CATALUNYA;2020-08-27;Home;Majors de 74;Si;3;126;1;0;9;0;1
CATALUNYA;CATALUNYA;2020-08-27;Home;Menors de 15;No;78;925;2;0;4;0;0
CATALUNYA;CATALUNYA;2020-08-27;Home;Menors de 15;Si;0;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-08-26;Altres;N/A;--;27;215;6;0;38;10;0
CATALUNYA;CATALUNYA;2020-08-26;Dona;Entre 15 i 64;No;541;8001;13;0;75;11;0
CATALUNYA;CATALUNYA;2020-08-26;Dona;Entre 15 i 64;Si;15;53;3;0;3;0;0
CATALUNYA;CATALUNYA;2020-08-26;Dona;Entre 65 i 74;No;34;783;2;1;31;10;0
CATALUNYA;CATALUNYA;2020-08-26;Dona;Entre 65 i 74;Si;5;23;0;0;3;0;0
CATALUNYA;CATALUNYA;2020-08-26;Dona;Majors de 74;No;34;860;9;0;79;3;3
CATALUNYA;CATALUNYA;2020-08-26;Dona;Majors de 74;Si;23;464;1;0;17;0;3
CATALUNYA;CATALUNYA;2020-08-26;Dona;Menors de 15;No;74;990;1;0;2;0;0
CATALUNYA;CATALUNYA;2020-08-26;Dona;Menors de 15;Si;0;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-08-26;Home;Entre 15 i 64;No;497;6266;24;4;205;58;0
CATALUNYA;CATALUNYA;2020-08-26;Home;Entre 15 i 64;Si;12;66;0;0;5;0;0
CATALUNYA;CATALUNYA;2020-08-26;Home;Entre 65 i 74;No;32;743;8;0;91;27;1
CATALUNYA;CATALUNYA;2020-08-26;Home;Entre 65 i 74;Si;0;28;1;0;5;1;0
CATALUNYA;CATALUNYA;2020-08-26;Home;Majors de 74;No;26;692;4;0;108;10;2
CATALUNYA;CATALUNYA;2020-08-26;Home;Majors de 74;Si;5;185;2;0;9;0;1
CATALUNYA;CATALUNYA;2020-08-26;Home;Menors de 15;No;75;1167;0;0;3;0;0
CATALUNYA;CATALUNYA;2020-08-26;Home;Menors de 15;Si;0;3;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-08-25;Altres;N/A;--;25;219;5;0;39;11;0
CATALUNYA;CATALUNYA;2020-08-25;Dona;Entre 15 i 64;No;480;7569;11;0;77;13;0
CATALUNYA;CATALUNYA;2020-08-25;Dona;Entre 15 i 64;Si;14;53;1;0;1;0;0
CATALUNYA;CATALUNYA;2020-08-25;Dona;Entre 65 i 74;No;43;830;5;1;34;10;0
CATALUNYA;CATALUNYA;2020-08-25;Dona;Entre 65 i 74;Si;3;44;0;0;1;0;0
CATALUNYA;CATALUNYA;2020-08-25;Dona;Majors de 74;No;40;970;13;1;78;3;3
CATALUNYA;CATALUNYA;2020-08-25;Dona;Majors de 74;Si;12;511;2;0;19;0;3
CATALUNYA;CATALUNYA;2020-08-25;Dona;Menors de 15;No;63;956;0;0;1;0;0
CATALUNYA;CATALUNYA;2020-08-25;Dona;Menors de 15;Si;0;1;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-08-25;Home;Entre 15 i 64;No;491;5906;21;2;221;60;0
CATALUNYA;CATALUNYA;2020-08-25;Home;Entre 15 i 64;Si;3;55;1;0;6;0;0
CATALUNYA;CATALUNYA;2020-08-25;Home;Entre 65 i 74;No;32;730;10;2;86;28;0
CATALUNYA;CATALUNYA;2020-08-25;Home;Entre 65 i 74;Si;1;45;0;0;4;2;0
CATALUNYA;CATALUNYA;2020-08-25;Home;Majors de 74;No;36;739;11;1;110;11;0
CATALUNYA;CATALUNYA;2020-08-25;Home;Majors de 74;Si;4;199;0;0;10;0;1
CATALUNYA;CATALUNYA;2020-08-25;Home;Menors de 15;No;71;1118;2;0;3;0;0
CATALUNYA;CATALUNYA;2020-08-25;Home;Menors de 15;Si;0;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-08-24;Altres;N/A;--;32;233;5;1;37;11;0
CATALUNYA;CATALUNYA;2020-08-24;Dona;Entre 15 i 64;No;582;6676;17;0;79;13;0
CATALUNYA;CATALUNYA;2020-08-24;Dona;Entre 15 i 64;Si;0;41;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-08-24;Dona;Entre 65 i 74;No;41;658;3;0;33;9;1
CATALUNYA;CATALUNYA;2020-08-24;Dona;Entre 65 i 74;Si;1;44;0;0;2;0;0
CATALUNYA;CATALUNYA;2020-08-24;Dona;Majors de 74;No;33;809;8;0;82;3;5
CATALUNYA;CATALUNYA;2020-08-24;Dona;Majors de 74;Si;9;476;2;0;26;0;5
CATALUNYA;CATALUNYA;2020-08-24;Dona;Menors de 15;No;62;697;1;0;1;0;0
CATALUNYA;CATALUNYA;2020-08-24;Dona;Menors de 15;Si;0;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-08-24;Home;Entre 15 i 64;No;587;5158;25;12;211;62;0
CATALUNYA;CATALUNYA;2020-08-24;Home;Entre 15 i 64;Si;4;65;1;0;5;0;0
CATALUNYA;CATALUNYA;2020-08-24;Home;Entre 65 i 74;No;34;688;5;1;81;28;0
CATALUNYA;CATALUNYA;2020-08-24;Home;Entre 65 i 74;Si;0;48;0;0;4;2;0
CATALUNYA;CATALUNYA;2020-08-24;Home;Majors de 74;No;37;675;14;0;114;11;2
CATALUNYA;CATALUNYA;2020-08-24;Home;Majors de 74;Si;3;165;1;0;11;0;2
CATALUNYA;CATALUNYA;2020-08-24;Home;Menors de 15;No;68;783;1;0;2;0;0
CATALUNYA;CATALUNYA;2020-08-24;Home;Menors de 15;Si;0;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-08-23;Altres;N/A;--;8;21;5;1;32;9;0
CATALUNYA;CATALUNYA;2020-08-23;Dona;Entre 15 i 64;No;172;1690;7;1;77;14;0
CATALUNYA;CATALUNYA;2020-08-23;Dona;Entre 15 i 64;Si;0;13;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-08-23;Dona;Entre 65 i 74;No;13;188;0;0;33;9;0
CATALUNYA;CATALUNYA;2020-08-23;Dona;Entre 65 i 74;Si;0;8;0;0;2;0;0
CATALUNYA;CATALUNYA;2020-08-23;Dona;Majors de 74;No;12;298;8;0;80;3;1
CATALUNYA;CATALUNYA;2020-08-23;Dona;Majors de 74;Si;4;49;1;0;28;0;1
CATALUNYA;CATALUNYA;2020-08-23;Dona;Menors de 15;No;25;293;0;0;2;0;0
CATALUNYA;CATALUNYA;2020-08-23;Dona;Menors de 15;Si;0;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-08-23;Home;Entre 15 i 64;No;182;1508;16;2;201;56;0
CATALUNYA;CATALUNYA;2020-08-23;Home;Entre 15 i 64;Si;0;30;0;0;8;0;0
CATALUNYA;CATALUNYA;2020-08-23;Home;Entre 65 i 74;No;13;192;3;2;81;27;0
CATALUNYA;CATALUNYA;2020-08-23;Home;Entre 65 i 74;Si;2;10;1;1;3;1;0
CATALUNYA;CATALUNYA;2020-08-23;Home;Majors de 74;No;7;231;4;4;113;13;6
CATALUNYA;CATALUNYA;2020-08-23;Home;Majors de 74;Si;2;36;2;0;13;0;4
CATALUNYA;CATALUNYA;2020-08-23;Home;Menors de 15;No;25;317;0;0;3;0;0
CATALUNYA;CATALUNYA;2020-08-23;Home;Menors de 15;Si;0;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-08-22;Altres;N/A;--;6;37;4;1;27;8;0
CATALUNYA;CATALUNYA;2020-08-22;Dona;Entre 15 i 64;No;213;3061;4;2;76;15;0
CATALUNYA;CATALUNYA;2020-08-22;Dona;Entre 15 i 64;Si;3;18;1;0;1;0;1
CATALUNYA;CATALUNYA;2020-08-22;Dona;Entre 65 i 74;No;21;374;4;0;37;10;0
CATALUNYA;CATALUNYA;2020-08-22;Dona;Entre 65 i 74;Si;0;22;0;0;2;0;0
CATALUNYA;CATALUNYA;2020-08-22;Dona;Majors de 74;No;12;456;7;0;84;4;1
CATALUNYA;CATALUNYA;2020-08-22;Dona;Majors de 74;Si;1;180;1;0;26;0;3
CATALUNYA;CATALUNYA;2020-08-22;Dona;Menors de 15;No;34;436;0;0;2;0;0
CATALUNYA;CATALUNYA;2020-08-22;Dona;Menors de 15;Si;0;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-08-22;Home;Entre 15 i 64;No;200;2470;22;3;188;58;2
CATALUNYA;CATALUNYA;2020-08-22;Home;Entre 15 i 64;Si;11;42;1;0;8;0;0
CATALUNYA;CATALUNYA;2020-08-22;Home;Entre 65 i 74;No;13;364;9;1;80;26;0
CATALUNYA;CATALUNYA;2020-08-22;Home;Entre 65 i 74;Si;0;28;0;0;3;0;0
CATALUNYA;CATALUNYA;2020-08-22;Home;Majors de 74;No;14;384;8;2;118;14;1
CATALUNYA;CATALUNYA;2020-08-22;Home;Majors de 74;Si;1;90;0;0;13;0;1
CATALUNYA;CATALUNYA;2020-08-22;Home;Menors de 15;No;36;461;0;0;4;0;0
CATALUNYA;CATALUNYA;2020-08-22;Home;Menors de 15;Si;0;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-08-21;Altres;N/A;--;29;196;3;1;27;9;0
CATALUNYA;CATALUNYA;2020-08-21;Dona;Entre 15 i 64;No;511;7273;17;5;78;13;0
CATALUNYA;CATALUNYA;2020-08-21;Dona;Entre 15 i 64;Si;1;50;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-08-21;Dona;Entre 65 i 74;No;40;736;2;0;34;10;0
CATALUNYA;CATALUNYA;2020-08-21;Dona;Entre 65 i 74;Si;1;39;1;0;2;0;0
CATALUNYA;CATALUNYA;2020-08-21;Dona;Majors de 74;No;36;872;8;2;78;4;1
CATALUNYA;CATALUNYA;2020-08-21;Dona;Majors de 74;Si;19;547;2;0;26;0;1
CATALUNYA;CATALUNYA;2020-08-21;Dona;Menors de 15;No;85;960;0;0;2;0;0
CATALUNYA;CATALUNYA;2020-08-21;Dona;Menors de 15;Si;0;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-08-21;Home;Entre 15 i 64;No;484;5690;22;2;183;56;0
CATALUNYA;CATALUNYA;2020-08-21;Home;Entre 15 i 64;Si;4;87;1;0;6;0;0
CATALUNYA;CATALUNYA;2020-08-21;Home;Entre 65 i 74;No;41;736;12;4;72;25;0
CATALUNYA;CATALUNYA;2020-08-21;Home;Entre 65 i 74;Si;3;51;0;0;2;0;0
CATALUNYA;CATALUNYA;2020-08-21;Home;Majors de 74;No;26;709;19;2;108;14;0
CATALUNYA;CATALUNYA;2020-08-21;Home;Majors de 74;Si;4;167;1;0;13;0;2
CATALUNYA;CATALUNYA;2020-08-21;Home;Menors de 15;No;90;1105;1;0;4;0;0
CATALUNYA;CATALUNYA;2020-08-21;Home;Menors de 15;Si;0;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-08-20;Altres;N/A;--;16;167;3;1;27;9;0
CATALUNYA;CATALUNYA;2020-08-20;Dona;Entre 15 i 64;No;500;5240;14;0;86;8;0
CATALUNYA;CATALUNYA;2020-08-20;Dona;Entre 15 i 64;Si;6;47;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-08-20;Dona;Entre 65 i 74;No;28;540;2;0;37;10;0
CATALUNYA;CATALUNYA;2020-08-20;Dona;Entre 65 i 74;Si;3;19;1;0;0;0;0
CATALUNYA;CATALUNYA;2020-08-20;Dona;Majors de 74;No;40;691;9;1;79;2;2
CATALUNYA;CATALUNYA;2020-08-20;Dona;Majors de 74;Si;7;265;2;0;27;0;4
CATALUNYA;CATALUNYA;2020-08-20;Dona;Menors de 15;No;64;841;0;0;3;0;0
CATALUNYA;CATALUNYA;2020-08-20;Dona;Menors de 15;Si;0;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-08-20;Home;Entre 15 i 64;No;496;4250;21;3;196;62;1
CATALUNYA;CATALUNYA;2020-08-20;Home;Entre 15 i 64;Si;8;57;0;0;7;0;0
CATALUNYA;CATALUNYA;2020-08-20;Home;Entre 65 i 74;No;25;492;6;3;77;22;1
CATALUNYA;CATALUNYA;2020-08-20;Home;Entre 65 i 74;Si;0;17;0;0;3;0;0
CATALUNYA;CATALUNYA;2020-08-20;Home;Majors de 74;No;22;513;7;1;113;11;3
CATALUNYA;CATALUNYA;2020-08-20;Home;Majors de 74;Si;1;88;0;0;16;0;1
CATALUNYA;CATALUNYA;2020-08-20;Home;Menors de 15;No;74;860;1;0;6;0;0
CATALUNYA;CATALUNYA;2020-08-20;Home;Menors de 15;Si;0;1;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-08-19;Altres;N/A;--;18;184;3;1;29;9;0
CATALUNYA;CATALUNYA;2020-08-19;Dona;Entre 15 i 64;No;490;5740;16;0;84;9;0
CATALUNYA;CATALUNYA;2020-08-19;Dona;Entre 15 i 64;Si;0;38;0;0;0;0;1
CATALUNYA;CATALUNYA;2020-08-19;Dona;Entre 65 i 74;No;42;560;4;0;42;11;0
CATALUNYA;CATALUNYA;2020-08-19;Dona;Entre 65 i 74;Si;1;27;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-08-19;Dona;Majors de 74;No;33;808;7;0;76;3;5
CATALUNYA;CATALUNYA;2020-08-19;Dona;Majors de 74;Si;1;261;1;0;30;0;1
CATALUNYA;CATALUNYA;2020-08-19;Dona;Menors de 15;No;82;848;0;0;3;0;0
CATALUNYA;CATALUNYA;2020-08-19;Dona;Menors de 15;Si;0;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-08-19;Home;Entre 15 i 64;No;471;4337;28;7;197;63;0
CATALUNYA;CATALUNYA;2020-08-19;Home;Entre 15 i 64;Si;1;84;0;0;7;0;0
CATALUNYA;CATALUNYA;2020-08-19;Home;Entre 65 i 74;No;39;597;10;2;76;20;0
CATALUNYA;CATALUNYA;2020-08-19;Home;Entre 65 i 74;Si;1;19;1;1;4;0;0
CATALUNYA;CATALUNYA;2020-08-19;Home;Majors de 74;No;29;650;18;0;110;12;5
CATALUNYA;CATALUNYA;2020-08-19;Home;Majors de 74;Si;3;95;2;0;16;0;0
CATALUNYA;CATALUNYA;2020-08-19;Home;Menors de 15;No;64;866;1;1;7;0;0
CATALUNYA;CATALUNYA;2020-08-19;Home;Menors de 15;Si;0;1;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-08-18;Altres;N/A;--;16;203;4;1;25;9;0
CATALUNYA;CATALUNYA;2020-08-18;Dona;Entre 15 i 64;No;491;6153;14;1;82;8;0
CATALUNYA;CATALUNYA;2020-08-18;Dona;Entre 15 i 64;Si;1;47;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-08-18;Dona;Entre 65 i 74;No;32;618;6;2;39;11;0
CATALUNYA;CATALUNYA;2020-08-18;Dona;Entre 65 i 74;Si;0;43;1;0;0;0;0
CATALUNYA;CATALUNYA;2020-08-18;Dona;Majors de 74;No;37;759;13;1;80;3;3
CATALUNYA;CATALUNYA;2020-08-18;Dona;Majors de 74;Si;14;452;3;0;29;0;3
CATALUNYA;CATALUNYA;2020-08-18;Dona;Menors de 15;No;64;895;0;0;3;1;0
CATALUNYA;CATALUNYA;2020-08-18;Dona;Menors de 15;Si;0;4;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-08-18;Home;Entre 15 i 64;No;436;5046;24;5;198;64;2
CATALUNYA;CATALUNYA;2020-08-18;Home;Entre 15 i 64;Si;3;67;1;0;7;0;0
CATALUNYA;CATALUNYA;2020-08-18;Home;Entre 65 i 74;No;35;606;18;5;72;20;0
CATALUNYA;CATALUNYA;2020-08-18;Home;Entre 65 i 74;Si;1;47;0;1;5;1;1
CATALUNYA;CATALUNYA;2020-08-18;Home;Majors de 74;No;26;663;15;0;109;14;1
CATALUNYA;CATALUNYA;2020-08-18;Home;Majors de 74;Si;1;184;1;0;16;0;0
CATALUNYA;CATALUNYA;2020-08-18;Home;Menors de 15;No;62;1006;2;0;6;1;0
CATALUNYA;CATALUNYA;2020-08-18;Home;Menors de 15;Si;0;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-08-17;Altres;N/A;--;26;211;3;0;29;8;0
CATALUNYA;CATALUNYA;2020-08-17;Dona;Entre 15 i 64;No;492;4593;17;2;83;9;0
CATALUNYA;CATALUNYA;2020-08-17;Dona;Entre 15 i 64;Si;1;35;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-08-17;Dona;Entre 65 i 74;No;27;520;4;1;34;9;0
CATALUNYA;CATALUNYA;2020-08-17;Dona;Entre 65 i 74;Si;0;21;0;0;0;0;1
CATALUNYA;CATALUNYA;2020-08-17;Dona;Majors de 74;No;34;640;6;1;84;5;2
CATALUNYA;CATALUNYA;2020-08-17;Dona;Majors de 74;Si;4;365;3;0;30;0;1
CATALUNYA;CATALUNYA;2020-08-17;Dona;Menors de 15;No;46;639;0;0;3;1;0
CATALUNYA;CATALUNYA;2020-08-17;Dona;Menors de 15;Si;0;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-08-17;Home;Entre 15 i 64;No;486;3559;24;8;200;65;0
CATALUNYA;CATALUNYA;2020-08-17;Home;Entre 15 i 64;Si;3;45;1;0;7;0;0
CATALUNYA;CATALUNYA;2020-08-17;Home;Entre 65 i 74;No;29;502;7;1;66;18;0
CATALUNYA;CATALUNYA;2020-08-17;Home;Entre 65 i 74;Si;0;21;1;0;4;0;0
CATALUNYA;CATALUNYA;2020-08-17;Home;Majors de 74;No;25;502;13;4;99;15;4
CATALUNYA;CATALUNYA;2020-08-17;Home;Majors de 74;Si;1;113;3;0;15;0;1
CATALUNYA;CATALUNYA;2020-08-17;Home;Menors de 15;No;65;714;1;0;5;1;0
CATALUNYA;CATALUNYA;2020-08-17;Home;Menors de 15;Si;0;1;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-08-16;Altres;N/A;--;3;18;5;0;29;8;0
CATALUNYA;CATALUNYA;2020-08-16;Dona;Entre 15 i 64;No;164;1484;6;0;78;10;0
CATALUNYA;CATALUNYA;2020-08-16;Dona;Entre 15 i 64;Si;0;15;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-08-16;Dona;Entre 65 i 74;No;7;134;2;0;33;8;0
CATALUNYA;CATALUNYA;2020-08-16;Dona;Entre 65 i 74;Si;0;5;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-08-16;Dona;Majors de 74;No;10;257;15;0;82;3;1
CATALUNYA;CATALUNYA;2020-08-16;Dona;Majors de 74;Si;3;73;2;0;34;0;1
CATALUNYA;CATALUNYA;2020-08-16;Dona;Menors de 15;No;40;361;1;0;2;2;0
CATALUNYA;CATALUNYA;2020-08-16;Dona;Menors de 15;Si;0;1;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-08-16;Home;Entre 15 i 64;No;153;1351;11;4;200;67;1
CATALUNYA;CATALUNYA;2020-08-16;Home;Entre 15 i 64;Si;0;12;0;0;6;0;0
CATALUNYA;CATALUNYA;2020-08-16;Home;Entre 65 i 74;No;17;193;5;1;66;19;0
CATALUNYA;CATALUNYA;2020-08-16;Home;Entre 65 i 74;Si;0;8;0;0;4;0;0
CATALUNYA;CATALUNYA;2020-08-16;Home;Majors de 74;No;10;249;10;1;100;12;2
CATALUNYA;CATALUNYA;2020-08-16;Home;Majors de 74;Si;3;49;2;0;13;0;1
CATALUNYA;CATALUNYA;2020-08-16;Home;Menors de 15;No;30;391;2;0;3;1;0
CATALUNYA;CATALUNYA;2020-08-16;Home;Menors de 15;Si;0;1;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-08-15;Altres;N/A;--;4;28;4;0;28;8;0
CATALUNYA;CATALUNYA;2020-08-15;Dona;Entre 15 i 64;No;182;2324;15;1;80;10;1
CATALUNYA;CATALUNYA;2020-08-15;Dona;Entre 15 i 64;Si;0;7;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-08-15;Dona;Entre 65 i 74;No;15;236;3;0;31;8;0
CATALUNYA;CATALUNYA;2020-08-15;Dona;Entre 65 i 74;Si;0;14;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-08-15;Dona;Majors de 74;No;19;376;11;0;72;2;0
CATALUNYA;CATALUNYA;2020-08-15;Dona;Majors de 74;Si;1;122;4;0;28;0;2
CATALUNYA;CATALUNYA;2020-08-15;Dona;Menors de 15;No;33;402;1;0;2;2;0
CATALUNYA;CATALUNYA;2020-08-15;Dona;Menors de 15;Si;0;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-08-15;Home;Entre 15 i 64;No;181;1889;21;6;189;64;1
CATALUNYA;CATALUNYA;2020-08-15;Home;Entre 15 i 64;Si;3;30;0;0;6;0;0
CATALUNYA;CATALUNYA;2020-08-15;Home;Entre 65 i 74;No;16;291;9;0;61;17;0
CATALUNYA;CATALUNYA;2020-08-15;Home;Entre 65 i 74;Si;1;13;0;0;3;0;0
CATALUNYA;CATALUNYA;2020-08-15;Home;Majors de 74;No;16;313;8;1;91;10;3
CATALUNYA;CATALUNYA;2020-08-15;Home;Majors de 74;Si;0;36;0;0;12;0;1
CATALUNYA;CATALUNYA;2020-08-15;Home;Menors de 15;No;35;515;0;0;3;1;0
CATALUNYA;CATALUNYA;2020-08-15;Home;Menors de 15;Si;0;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-08-14;Altres;N/A;--;28;277;4;0;31;8;0
CATALUNYA;CATALUNYA;2020-08-14;Dona;Entre 15 i 64;No;436;5946;15;0;74;11;1
CATALUNYA;CATALUNYA;2020-08-14;Dona;Entre 15 i 64;Si;3;36;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-08-14;Dona;Entre 65 i 74;No;26;631;4;1;31;8;0
CATALUNYA;CATALUNYA;2020-08-14;Dona;Entre 65 i 74;Si;0;32;1;0;0;0;0
CATALUNYA;CATALUNYA;2020-08-14;Dona;Majors de 74;No;32;771;6;1;65;2;2
CATALUNYA;CATALUNYA;2020-08-14;Dona;Majors de 74;Si;4;362;2;0;27;0;4
CATALUNYA;CATALUNYA;2020-08-14;Dona;Menors de 15;No;76;890;1;0;1;1;0
CATALUNYA;CATALUNYA;2020-08-14;Dona;Menors de 15;Si;0;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-08-14;Home;Entre 15 i 64;No;448;4762;22;3;175;61;0
CATALUNYA;CATALUNYA;2020-08-14;Home;Entre 15 i 64;Si;1;45;0;0;6;0;0
CATALUNYA;CATALUNYA;2020-08-14;Home;Entre 65 i 74;No;28;607;12;1;54;16;1
CATALUNYA;CATALUNYA;2020-08-14;Home;Entre 65 i 74;Si;1;16;0;0;3;0;0
CATALUNYA;CATALUNYA;2020-08-14;Home;Majors de 74;No;21;656;13;0;89;12;3
CATALUNYA;CATALUNYA;2020-08-14;Home;Majors de 74;Si;1;122;2;0;12;0;3
CATALUNYA;CATALUNYA;2020-08-14;Home;Menors de 15;No;67;948;0;0;4;1;0
CATALUNYA;CATALUNYA;2020-08-14;Home;Menors de 15;Si;0;1;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-08-13;Altres;N/A;--;32;177;4;1;31;9;0
CATALUNYA;CATALUNYA;2020-08-13;Dona;Entre 15 i 64;No;432;5251;11;2;77;13;0
CATALUNYA;CATALUNYA;2020-08-13;Dona;Entre 15 i 64;Si;0;30;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-08-13;Dona;Entre 65 i 74;No;24;552;4;0;31;8;0
CATALUNYA;CATALUNYA;2020-08-13;Dona;Entre 65 i 74;Si;0;31;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-08-13;Dona;Majors de 74;No;33;620;8;0;68;2;3
CATALUNYA;CATALUNYA;2020-08-13;Dona;Majors de 74;Si;16;447;4;0;31;0;3
CATALUNYA;CATALUNYA;2020-08-13;Dona;Menors de 15;No;72;794;1;0;2;1;0
CATALUNYA;CATALUNYA;2020-08-13;Dona;Menors de 15;Si;0;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-08-13;Home;Entre 15 i 64;No;412;4165;19;4;192;60;0
CATALUNYA;CATALUNYA;2020-08-13;Home;Entre 15 i 64;Si;1;68;3;1;5;1;0
CATALUNYA;CATALUNYA;2020-08-13;Home;Entre 65 i 74;No;29;488;5;1;53;17;0
CATALUNYA;CATALUNYA;2020-08-13;Home;Entre 65 i 74;Si;0;34;0;0;3;0;0
CATALUNYA;CATALUNYA;2020-08-13;Home;Majors de 74;No;26;525;7;1;81;11;2
CATALUNYA;CATALUNYA;2020-08-13;Home;Majors de 74;Si;2;130;2;0;14;0;0
CATALUNYA;CATALUNYA;2020-08-13;Home;Menors de 15;No;60;913;1;0;3;1;0
CATALUNYA;CATALUNYA;2020-08-13;Home;Menors de 15;Si;0;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-08-12;Altres;N/A;--;21;140;2;1;32;9;0
CATALUNYA;CATALUNYA;2020-08-12;Dona;Entre 15 i 64;No;383;5404;18;0;78;13;0
CATALUNYA;CATALUNYA;2020-08-12;Dona;Entre 15 i 64;Si;1;34;0;0;1;0;0
CATALUNYA;CATALUNYA;2020-08-12;Dona;Entre 65 i 74;No;24;559;4;0;29;7;0
CATALUNYA;CATALUNYA;2020-08-12;Dona;Entre 65 i 74;Si;2;40;0;0;1;0;0
CATALUNYA;CATALUNYA;2020-08-12;Dona;Majors de 74;No;22;700;7;0;68;2;3
CATALUNYA;CATALUNYA;2020-08-12;Dona;Majors de 74;Si;23;437;7;0;27;0;0
CATALUNYA;CATALUNYA;2020-08-12;Dona;Menors de 15;No;69;793;0;0;1;1;0
CATALUNYA;CATALUNYA;2020-08-12;Dona;Menors de 15;Si;0;1;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-08-12;Home;Entre 15 i 64;No;395;4202;15;1;198;61;0
